0.003704, 0.148148, 50
0.012392, 0.173764, 50
0.026852, 0.289211, 50
0.047056, 0.404062, 50
0.072960, 0.518080, 50
0.104511, 0.631022, 50
0.141643, 0.742650, 50
0.184280, 0.852728, 50
0.232331, 0.961031, 50
0.285699, 1.067351, 50
0.344274, 1.171509, 50
0.407943, 1.273374, 50
0.476587, 1.372888, 50
0.550092, 1.470089, 50
0.628350, 1.565158, 50
0.711272, 1.658456, 50
0.798801, 1.750579, 50
0.890921, 1.842399, 50
0.987677, 1.935108, 50
1.089188, 2.030223, 50
1.195666, 2.129565, 50
1.307425, 2.235176, 50
1.424883, 2.349173, 50
1.548561, 2.473556, 50
1.679060, 2.609980, 50
1.817037, 2.759544, 50
1.963170, 2.922648, 50
2.115269, 3.041987, 50
2.270828, 3.111172, 50
2.429956, 3.182556, 50
2.592672, 3.254326, 50
2.758928, 3.325118, 50
2.928627, 3.393984, 50
3.101644, 3.460338, 50
3.277838, 3.523887, 50
3.457066, 3.584558, 50
3.639188, 3.642444, 50
3.824076, 3.697750, 50
4.011614, 3.750757, 50
4.201703, 3.801797, 50
4.394265, 3.851230, 50
4.589237, 3.899436, 50
4.786577, 3.946801, 50
4.986263, 3.993717, 50
5.188292, 4.040580, 50
5.392681, 4.087782, 50
5.599467, 4.135716, 50
5.808705, 4.184771, 50
6.020471, 4.235328, 50
6.234859, 4.287753, 50
6.451978, 4.342387, 50
6.671955, 4.399527, 50
6.894925, 4.459399, 50
7.121031, 4.522131, 50
7.350416, 4.587699, 50
7.583210, 4.655874, 50
7.819518, 4.726156, 50
8.059403, 4.797702, 50
8.302866, 4.869263, 50
8.549824, 4.939151, 50
8.796672, 4.936961, 50
9.038274, 4.832049, 50
9.272724, 4.688999, 50
9.499357, 4.532650, 50
9.717552, 4.363919, 50
9.926769, 4.184322, 50
10.126558, 3.995782, 50
10.316578, 3.800401, 50
10.496590, 3.600254, 50
10.666452, 3.397228, 50
10.826098, 3.192926, 50
10.975529, 2.988628, 50
11.114794, 2.785288, 50
11.243973, 2.583575, 50
11.363168, 2.383908, 50
11.472494, 2.186513, 50
11.572067, 1.991465, 50
11.662003, 1.798728, 50
11.742413, 1.608190, 50
11.813397, 1.419683, 50
11.875047, 1.233008, 50
11.927444, 1.047942, 50
11.970657, 0.864253, 50
12.004742, 0.681702, 50
12.029745, 0.500049, 50
12.045697, 0.319055, 50
12.052621, 0.138481, 50
12.053828, 0.024136, 50
12.053828, 0.000000, 50
