0.003704, 0.148148, 50
0.012363, 0.173196, 50
0.026782, 0.288376, 50
0.046939, 0.403135, 50
0.072805, 0.517312, 50
0.104342, 0.630753, 50
0.141508, 0.743321, 50
0.184253, 0.854893, 50
0.232522, 0.965376, 50
0.286257, 1.074710, 50
0.345402, 1.182884, 50
0.409899, 1.289948, 50
0.479700, 1.396029, 50
0.554768, 1.501356, 50
0.635082, 1.606273, 50
0.720645, 1.711261, 50
0.811493, 1.816952, 50
0.907699, 1.924137, 50
1.009387, 2.033756, 50
1.116731, 2.146880, 50
1.229964, 2.264661, 50
1.349378, 2.388269, 50
1.475318, 2.518808, 50
1.608179, 2.657225, 50
1.748391, 2.804225, 50
1.896401, 2.960205, 50
2.052662, 3.125221, 50
2.214587, 3.238506, 50
2.379345, 3.295149, 50
2.546970, 3.352503, 50
2.717454, 3.409682, 50
2.890755, 3.466031, 50
3.066810, 3.521100, 50
3.245541, 3.574617, 50
3.426864, 3.626456, 50
3.610694, 3.676605, 50
3.796951, 3.725138, 50
3.985561, 3.772194, 50
4.176459, 3.817960, 50
4.369592, 3.862654, 50
4.564917, 3.906515, 50
4.762407, 3.949800, 50
4.962046, 3.992770, 50
5.163830, 4.035693, 50
5.367772, 4.078838, 50
5.573896, 4.122470, 50
5.782238, 4.166846, 50
5.992849, 4.212213, 50
6.205789, 4.258796, 50
6.421128, 4.306794, 50
6.638946, 4.356362, 50
6.859326, 4.407600, 50
7.082353, 4.460527, 50
7.308106, 4.515057, 50
7.536654, 4.570972, 50
7.768048, 4.627885, 50
8.002309, 4.685213, 50
8.239417, 4.742151, 50
8.476336, 4.738383, 50
8.708327, 4.639830, 50
8.933457, 4.502599, 50
9.151274, 4.356344, 50
9.361342, 4.201347, 50
9.563252, 4.038210, 50
9.756643, 3.867805, 50
9.941202, 3.691190, 50
10.116678, 3.509520, 50
10.282876, 3.323959, 50
10.439656, 3.135608, 50
10.586929, 2.945457, 50
10.724647, 2.754346, 50
10.852795, 2.562962, 50
10.971387, 2.371836, 50
11.080454, 2.181356, 50
11.180044, 1.991788, 50
11.270208, 1.803293, 50
11.351006, 1.615944, 50
11.422493, 1.429752, 50
11.484727, 1.244670, 50
11.537758, 1.060617, 50
11.581632, 0.877479, 50
11.616388, 0.695123, 50
11.642058, 0.513401, 50
11.658665, 0.332155, 50
11.666226, 0.151220, 50
11.667747, 0.030406, 50
11.667747, 0.000000, 50
