0,0,-0,-0,0,0,0,0
0,0,-0,-0,0,0,0,0
0,0,-0,-0,0,0,0,0
0,0,-0,-0,0,0,0,0
0,0,-0,-0,0,0,0,0
0,0,-0,-0,0,0,0,0
0,0,-0,-0,0,0,0,0
0,0,-0,-0,0,0,0,0
-4,5,-0,-0,0,0,0,0
-27,10,-0,-0,0,0,0,0
-62,16,-0,-0,0,0,0,0
-112,24,-0,-0,0,0,0,0
-142,34,-0,-0,0,0,0,0
-165,43,-0,-0,0,0,0,0
-220,53,-0,-0,0,0,0,0
-268,67,-0,-0,0,0,0,0
-300,78,-0,-0,0,0,0,0
-323,93,-0,-0,0,0,0,0
-358,113,-0,-0,0,0,0,0
-400,133,-0,-0,0,0,0,0
-431,147,-0,-0,0,0,0,0
-459,163,-0,-0,0,0,0,0
-479,181,-0,-0,0,0,0,0
-486,202,-0,-0,0,0,1,0
-485,242,-0,-0,0,0,1,0
-472,270,-0,-0,0,0,1,0
-447,301,-1,-1,0,0,0,0
-435,327,-1,-1,0,0,0,0
-431,340,-1,-1,0,0,0,0
-414,338,-1,-1,0,0,0,0
-395,338,-1,-1,0,0,0,0
-386,355,-1,-1,0,0,0,0
-379,376,-1,-1,0,0,0,0
-357,388,-1,-1,0,0,0,0
-340,386,-1,-1,0,0,0,0
-317,382,-1,-1,0,0,0,0
-290,375,-1,-1,0,0,0,0
-280,376,-1,-1,0,0,0,0
-277,378,-1,-1,0,0,0,0
-263,372,-1,-1,0,0,0,0
-235,366,-1,-1,0,0,0,0
-206,355,-1,-1,0,0,0,0
-186,345,-1,-1,0,0,0,0
-181,340,-0,-0,0,0,0,0
-189,334,-0,-0,0,0,0,0
-204,329,-0,-0,0,0,0,0
-209,328,-0,-0,0,0,0,0
-212,340,-0,-0,0,0,0,0
-221,353,-0,-0,0,0,0,0
-235,343,-0,-0,0,0,0,0
-246,316,-0,-0,0,0,0,0
-246,299,-0,-0,0,0,0,0
-237,306,-0,-0,0,0,0,0
-224,324,-0,-0,0,0,0,0
-221,338,-0,-0,0,0,0,0
-231,349,-0,-0,0,0,0,0
-231,356,-0,-0,0,0,0,0
-221,354,-0,-0,0,0,0,0
-208,347,-0,-0,0,0,0,0
-196,334,-0,-0,0,0,0,0
-188,329,-0,-0,0,0,0,0
-178,330,-0,-0,0,0,0,0
-172,338,-0,-0,0,0,0,0
-165,340,-0,-0,0,0,0,0
-171,330,-0,-0,0,0,0,0
-216,301,-0,-0,0,0,0,0
-229,229,-0,-0,0,0,0,0
-226,158,-0,-0,0,0,0,0
-212,126,-0,-0,0,0,0,0
-197,106,-0,-0,0,0,0,0
-179,88,-0,-0,0,0,0,0
-157,69,-0,-0,0,0,0,0
-138,51,-0,-0,0,1,0,0
-126,34,-0,-0,0,1,0,0
-118,19,-0,-0,0,1,0,0
-105,8,-0,-0,0,1,0,0
-92,1,-0,-0,0,1,0,0
-77,0,-0,-0,0,1,0,0
-53,3,-0,-0,0,1,0,0
-28,3,-0,-0,0,1,0,0
-8,0,-0,-0,0,1,0,0
8,-6,-0,-0,0,1,0,0
32,-51,-0,-0,0,0,0,0
76,-114,-0,-0,0,0,0,0
139,-172,-0,-0,0,0,0,0
181,-218,-0,-0,0,0,0,0
215,-265,-0,-0,0,0,0,0
247,-297,-0,-0,0,0,0,0
286,-339,-0,-0,0,0,0,0
317,-360,-0,-0,0,0,0,0
332,-359,-0,-0,0,0,0,0
344,-351,-0,-0,0,0,0,0
362,-345,-0,-0,0,0,0,0
375,-342,-0,-0,0,0,0,0
382,-339,-0,-0,0,0,0,0
386,-330,-0,-0,0,0,0,0
396,-325,-0,-0,0,0,0,0
417,-312,-0,-0,0,0,0,0
448,-286,1,1,0,0,0,0
473,-257,1,1,0,0,0,0
476,-211,1,1,0,0,0,0
458,-161,1,1,0,0,0,0
440,-123,1,1,0,0,0,0
428,-118,1,1,0,0,0,0
411,-115,1,1,0,0,0,0
394,-87,1,1,0,0,0,0
368,-44,1,1,0,0,0,0
304,-19,1,1,0,0,0,0
226,-5,1,1,0,0,0,0
144,6,1,1,0,0,0,0
97,15,1,1,0,0,0,0
68,35,1,1,0,0,0,0
24,72,1,1,0,0,0,0
-26,131,1,1,0,0,0,0
-52,171,-0,-0,0,0,0,0
-81,215,-0,-0,0,0,0,0
-107,233,-0,-0,0,0,0,0
-138,247,-0,-0,0,0,0,0
-172,249,-0,-0,0,0,0,0
-182,260,-0,-0,0,0,0,0
-184,279,-0,-0,0,0,0,0
-180,284,-0,-0,0,0,0,0
-176,263,-0,-0,0,0,0,0
-169,197,-0,-0,0,0,0,0
-167,136,-0,-0,0,0,0,0
-163,108,-0,-0,0,0,0,0
-149,75,-0,-0,0,0,0,0
-134,49,-0,-0,0,0,0,0
-131,26,-0,-0,0,0,0,0
-130,8,-0,-0,0,0,0,0
-133,2,-0,-0,0,0,0,0
-132,0,-0,-0,0,0,0,0
-122,0,-0,-0,0,0,0,0
-108,0,-0,-0,0,0,0,0
-96,0,-0,-0,0,0,0,0
-77,0,-0,-0,0,0,0,0
-40,2,-0,-0,0,0,0,0
-12,12,-0,-0,0,0,0,0
-1,19,-0,-0,0,0,0,0
0,18,-0,-0,0,0,0,0
0,14,-0,-0,0,0,0,0
0,2,-0,-0,0,0,0,0
1,0,-0,-0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
